Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
2020177,2020,04/14/2021,Ansonia,323 BEAVER ST,133000.00,248400.00,0.5354,Residential,Single Family,,,,POINT (-73.06822 41.35014)
2020225,2020,05/26/2021,Ansonia,152 JACKSON ST,110500.00,239900.00,0.4606,Residential,Three Family,,,,
2020348,2020,09/13/2021,Ansonia,230 WAKELEE AVE,150500.00,325000.00,0.463,Commercial,,,,,
2020090,2020,12/14/2020,Ansonia,57 PLATT ST,127400.00,202500.00,0.6291,Residential,Two Family,,,,
200500,2020,09/07/2021,Avon,245 NEW ROAD,217640.00,400000.00,0.5441,Residential,Single Family,,,,
200121,2020,12/15/2020,Avon,63 NORTHGATE,528490.00,775000.00,0.6819,Residential,Single Family,,,,POINT (-72.89675 41.79445)
20058,2020,06/01/2021,Barkhamsted,46 RATLUM MTN RD,203530.00,415000.00,0.490433735,Residential,Single Family,,"2003 COLONIAL, 2140 SFLA, 2.99 AC",,
200046,2020,01/25/2021,Beacon Falls,34 LASKY ROAD,158030.00,243000.00,0.6503,Residential,Single Family,,,,
200016,2020,11/13/2020,Beacon Falls,9 AVON COURT,65590.00,100000.00,0.6559,Residential,Condo,,,,
2020360,2020,08/10/2021,Berlin,94 PERCIVAL AVE,140600.00,190790.00,0.7369,Residential,Single Family,,,,
20281,2020,04/21/2021,Bethel,16 OXFORD STREET,170800.00,307000.00,0.5563,Residential,Single Family,,,,
20364,2020,06/17/2021,Bethel,1308 LEXINGTON BOULEVARD,195300.00,365000.00,0.535,Residential,Condo,,,,
20423,2020,07/21/2021,Bethel,10 CASTLE HILL ROAD,219870.00,325000.00,0.6765,Residential,Single Family,,,,
20097,2020,11/25/2020,Bethel,8 BLACKMAN AVENUE,264040.00,445000.00,0.5933,Residential,Two Family,,,,
200008,2020,10/21/2020,Bethlehem,34 HIGHLAND ROAD,82000.00,106000.00,0.7735,Residential,Single Family,,,,
20062,2020,05/10/2021,Bolton,39 STONEHEDGE LN,189400.00,273750.00,0.6918,Residential,Single Family,,,,
200305,2020,02/22/2021,Branford,49 ROSE ST TOWERS UNIT 402,97800.00,147000.00,0.6653,Residential,Condo,,,,
200400,2020,04/08/2021,Branford,460 MAIN ST,180500.00,355000.00,0.5084,Residential,Two Family,,,,
200423,2020,04/23/2021,Branford,24 COLLINS DR,147000.00,290000.00,0.5068,Residential,Single Family,,,,
200483,2020,05/18/2021,Branford,61 PALMER RD,219900.00,460000.00,0.478,Residential,Single Family,,,,
200186,2020,12/11/2020,Branford,3 GROVE CT,43400.00,86501.00,0.5017,Residential,Condo,,,,
200197,2020,12/18/2020,Branford,69 CHURCH ST,200900.00,320000.00,0.6278,Residential,Two Family,,,,
201347,2020,09/22/2021,Bristol,118 MOODY ST,117950.00,240000.00,0.4914,Residential,Single Family,,,,
201354,2020,09/23/2021,Bristol,103 BUTTERNUT LN,61950.00,129900.00,0.4769,Residential,Condo,,,,
200419,2020,01/15/2021,Bristol,MILL POND DR LOT 50,47530.00,100000.00,0.4753,Vacant Land,,,,,
200387,2020,01/06/2021,Bristol,WILDEWOOD RUN LOT 50,47530.00,44900.00,1.0585,Vacant Land,,,,,
200193,2020,11/18/2020,Bristol,14 CREST DR,150290.00,276000.00,0.5445,Residential,Single Family,,,,
200207,2020,11/23/2020,Bristol,BROAD PLACE LOTS 225-6 AND 224,8400.00,38500.00,0.2181,Vacant Land,,25 - Other,MULTIPLE LOT SALE,,POINT (-72.90406 41.66996)
200598,2020,03/19/2021,Bristol,50 ROSEMONT AVE,87500.00,175000.00,0.5,Residential,Single Family,,,,
201048,2020,07/13/2021,Bristol,17 LINCOLN ST,102270.00,190000.00,0.5382,Residential,Two Family,,,,
201081,2020,07/22/2021,Bristol,28 HULL ST,130690.00,190000.00,0.6878,Residential,Three Family,,,,
20000048,2020,11/04/2020,Brookfield,101 OBTUSE RD SOUTH,378680.00,537000.00,0.705176909,Residential,Single Family,,,,
20093,2020,02/02/2021,Burlington,57 ROCK RD,194670.00,275000.00,0.7078,Residential,Single Family,10 - A Will,ESTATE SALE,,
20188,2020,07/19/2021,Burlington,206 COVEY RD,286860.00,540000.00,0.5312,Residential,Single Family,,,,POINT (-72.97635 41.79258)
200164,2020,05/27/2021,Canton,558 CHERRY BROOK ROAD,125390.00,128000.00,0.9796,Residential,Single Family,,,,
2000478,2020,08/20/2021,Cheshire,249 REDWOOD LANE,202590.00,425000.00,0.4766,Residential,Single Family,,,,
200114,2020,01/29/2021,Colchester,133 BRAINARD RD,139200.00,292500.00,0.4758,Residential,Single Family,,,,
200185,2020,04/26/2021,Colchester,OLD AMSTON RD,55000.00,250000.00,0.22,Vacant Land,,,,,
200003,2020,10/02/2020,Colchester,LOT #11 RESERVOIR RD,44000.00,85000.00,0.5176,Vacant Land,,,,,
200142,2020,03/04/2021,Coventry,SQUIRREL TR,35600.00,42750.00,0.8327,Vacant Land,,,R/C/8,,
200192,2020,04/29/2021,Coventry,157 STONEHOUSE RD,83400.00,65000.00,1.283,Residential,Single Family,14 - Foreclosure,,,
200282,2020,07/15/2021,Coventry,1467 SOUTH ST,359800.00,480000.00,0.7495,Commercial,,,,,
200110,2020,01/14/2021,Cromwell,25 MIDWAY DR,128200.00,208000.00,0.6163,Residential,Condo,25 - Other,BAA OVERRIDE,,
200081,2020,12/14/2020,Cromwell,11 MYSTIQUE LANE,210350.00,322000.00,0.6532,Residential,Condo,,,,
200485,2020,01/13/2021,Danbury,27 CROWS NEST LA 6A,110300.00,195000.00,0.5656,Residential,Condo,,L15008-61,,
200915,2020,05/10/2021,Danbury,51 OLD BOSTON POST RD,191600.00,394000.00,0.4862,Residential,Single Family,,H22043,,
201402,2020,08/24/2021,Danbury,305 LARSON DR,188600.00,360000.00,0.5238,Residential,Condo,,C15019-19,,
200099,2020,10/20/2020,Danbury,15 SCUPPO RD 803,161400.00,270000.00,0.5977,Residential,Condo,,F14068-803,,
200284,2020,11/24/2020,Danbury,18 KING ST,203400.00,309000.00,0.6582,Residential,Single Family,,D06099,,
200384,2020,12/21/2020,Danbury,3 DANA RD,61300.00,90000.00,0.6811,Vacant Land,,,F06068,,
20176,2020,02/03/2021,Darien,14 GIDEON LANE,114170.00,184499.00,0.6188,Residential,Condo,,,,
20224,2020,03/17/2021,Darien,12 SUNNYSIDE AVE,602980.00,650000.00,0.9276,Residential,Single Family,,,,
20086,2020,11/16/2020,Darien,16 OAKSHADE AVE,746220.00,1140000.00,0.6545,Residential,Single Family,,,,
20129,2020,03/30/2021,Derby,196 ELIZABETH ST,351260.00,873000.00,0.4023,Commercial,,,,,
200108,2020,07/14/2021,East Granby,6 SCHOOLHOUSE LANDING,211100.00,373500.00,0.5651,Residential,Condo,,,,
200030,2020,12/30/2020,East Granby,17 BONNIEVIEW DRIVE,148200.00,260000.00,0.57,Residential,Single Family,,,,
200192,2020,05/10/2021,East Haddam,96 LONGWOOD DR,83020.00,175000.00,0.4744,Residential,Single Family,,,,POINT (-72.33294 41.51729)
200306,2020,09/29/2021,East Haddam,162 NORWICH SALEM RD,219810.00,439900.00,0.4996,Residential,Single Family,,,,
20426,2020,03/19/2021,East Hartford,9 ROSE ST,90680.00,95001.00,0.9545,Residential,Single Family,14 - Foreclosure,,,
20486,2020,04/19/2021,East Hartford,37 PENDLETON DR,113530.00,225000.00,0.5045,Residential,Single Family,,,,
20644,2020,06/24/2021,East Hartford,257 PROSPECT ST,83850.00,128000.00,0.655,Residential,Single Family,25 - Other,UNKNOWN,,
20795,2020,08/04/2021,East Hartford,31 MARGERY DR,107390.00,260000.00,0.413,Residential,Single Family,,,,
20913,2020,09/14/2021,East Hartford,2 LAFAYETTE AVE,87380.00,235000.00,0.3718,Residential,Single Family,14 - Foreclosure,,,
20035,2020,10/16/2020,East Hartford,54 OLMSTED ST,91210.00,160000.00,0.57,Residential,Single Family,,,,
20178,2020,12/02/2020,East Hartford,101 LAUREL ST,135990.00,215000.00,0.6325,Residential,Two Family,,,,
200194,2020,01/04/2021,East Haven,116 PLEASANT AVE,149030.00,360500.00,0.4133,Residential,Single Family,,,,
200372,2020,04/05/2021,East Haven,75 REDWOOD DR #704,89580.00,165000.00,0.5429,Residential,Condo,,,,POINT (-72.84836 41.32761)
200394,2020,04/13/2021,East Haven,19 FARVIEW AVE,146250.00,291000.00,0.5025,Residential,Single Family,,,,
200469,2020,05/13/2021,East Haven,15 ELM CT,108350.00,247000.00,0.4386,Residential,Single Family,,,,
200148,2020,12/07/2020,East Haven,6 WHEATON RD,160060.00,275000.00,0.582,Residential,Single Family,,,,
200162,2020,01/12/2021,East Lyme,38 GURLEY RD,159460.00,243000.00,0.6562,Residential,Two Family,,,,
200336,2020,05/18/2021,East Lyme,77 LOVERS LN,86100.00,124000.00,0.6943,Vacant Land,,,,,
200532,2020,09/29/2021,East Lyme,8 WINTHROP DR,219100.00,475000.00,0.4612,Residential,Single Family,,,,
200081,2020,01/29/2021,Easton,95 ROCK HOUSE ROAD,275960.00,370000.00,0.7458,Residential,Single Family,,,,
200114,2020,04/13/2021,East Windsor,12A PASCO DR,108920.00,144000.00,0.7563,Commercial,,,COMM CONDO,,
200017,2020,10/20/2020,East Windsor,131 DEPOT ST,34730.00,290000.00,0.1197,Vacant Land,,28 - Use Assessment,FARM LAND,,
200473,2020,04/28/2021,Enfield,38 RAFFIA RD,107210.00,205000.00,0.5229,Residential,Single Family,,,,
200548,2020,05/27/2021,Enfield,51 DARTMOOR,180480.00,330000.00,0.5469,Residential,Condo,,,,
200760,2020,07/27/2021,Enfield,1 VERNON RD,116790.00,252000.00,0.4634,Residential,Single Family,,,,
200932,2020,09/24/2021,Enfield,HAMLET B03UF,88610.00,189900.00,0.4666,Residential,Condo,,,,
200111,2020,11/09/2020,Enfield,197 BRAINARD RD,111550.00,206000.00,0.5415,Residential,Single Family,,,,
200086,2020,01/12/2021,Essex,34 PRATT #A,623900.00,650000.00,0.9598,Residential,Condo,,,,
200143,2020,05/11/2021,Essex,17 PARTRIDGE LN,246800.00,575000.00,0.4292,Residential,Single Family,,,,
200183,2020,07/15/2021,Essex,13 WALNUT ST,197500.00,400000.00,0.4937,Residential,Single Family,,,,
200130,2020,11/30/2020,Farmington,11 WHITEHALL PLACE,491890.00,765000.00,0.6429,Residential,Single Family,,,,
20031,2020,04/08/2021,Franklin,55 TOWNLINE BLVD,48280.00,69000.00,0.699710145,Vacant Land,,,,,
200402,2020,04/08/2021,Glastonbury,63 FOX DEN RD,247000.00,399000.00,0.619,Residential,Single Family,,,,
200708,2020,07/26/2021,Glastonbury,42 BELL ST,161300.00,315000.00,0.512,Residential,Single Family,,,,
200826,2020,09/07/2021,Glastonbury,87 BENTON LN,172800.00,345000.00,0.5008,Residential,Single Family,,,,
200120,2020,11/18/2020,Glastonbury,1326 HEBRON AVE,58500.00,72500.00,0.8068,Vacant Land,,,,,
200095,2020,06/07/2021,Goshen,44 ROCKWALL COURT,322150.00,628000.00,0.5129,Residential,Single Family,,,,
20000214,2020,07/13/2021,Granby,15 WINDMILL DR,112350.00,199000.00,0.5645,Residential,Condo,,,,
20000275,2020,09/20/2021,Granby,30 FIRETOWN RD,154210.00,315000.00,0.4895,Public Utility,,,,,
200630,2020,02/16/2021,Greenwich,2350000,1964480.00,2350000.00,0.8359,Residential,Single Family,,,,
200693,2020,03/05/2021,Greenwich,10 NIMITZ PLACE,548800.00,870000.00,0.6308,Residential,Single Family,,,,
200890,2020,04/22/2021,Greenwich,188 BIBLE STREET,737590.00,1364000.00,0.5407,Residential,Single Family,,,,POINT (-73.59662 41.05717)
201711,2020,09/09/2021,Greenwich,15 SHOAL POINT ROAD,2623950.00,3900000.00,0.6728,Residential,Single Family,,,,
200386,2020,12/18/2020,Greenwich,328 LAKE AVENUE,1908690.00,2850000.00,0.6697,Residential,Single Family,,,,
201798,2020,12/09/2020,Greenwich,9 WEST END AVE,1329090.00,1920000.00,0.6922,Residential,Single Family,,,,
201148,2020,04/01/2021,Griswold,80 QUINEBAUG CAMP RD,43610.00,60000.00,0.7268,Vacant Land,,,,,
201198,2020,05/10/2021,Griswold,94 PLEASANT VIEW,35980.00,36000.00,0.9994,Vacant Land,,,,,
201238,2020,06/21/2021,Griswold,33 RUSSEL STREET UNIT 10,47180.00,123800.00,0.381098546,Residential,Condo,,,,
200557,2020,06/22/2021,Groton,0 GOLD STAR HWY,7000.00,10000.00,0.7,Vacant Land,,,,,
200590,2020,07/07/2021,Groton,7 FOREST AVE,166040.00,330000.00,0.5031,Residential,Single Family,,,,POINT (-72.00456 41.38926)
200682,2020,08/11/2021,Groton,18 BERN CT,110810.00,260000.00,0.426192308,Residential,Single Family,,,,
200790,2020,09/27/2021,Groton,84 BEACH POND RD,297360.00,670000.00,0.4438,Residential,Single Family,,,,
200053,2020,10/19/2020,Groton,48 CREST DR,123410.00,260000.00,0.474653846,Residential,Single Family,,,,
200179,2020,12/11/2020,Groton,31 THAMES HEIGHT LN,109340.00,160000.00,0.6833,Residential,Condo,,,,
200057,2020,10/29/2020,Guilford,45 ROUND HILL RD,186910.00,252000.00,0.7417,Residential,Single Family,,,,
20428,2020,02/17/2021,Hartford,25 CHARTER OAK AVE,189770.00,245000.00,0.7745,Commercial,,,,,
20820,2020,05/28/2021,Hartford,241 WESTLAND ST,120680.00,240000.00,0.5028,Apartments,,,,,POINT (-72.68296 41.79166)
201046,2020,07/29/2021,Hartford,30 ASHLEY ST,107530.00,350000.00,0.3072,Residential,Two Family,,,,
201140,2020,08/20/2021,Hartford,255 MARTIN ST,6230.00,16500.00,0.3775,Vacant Land,,,,,
200078,2020,05/10/2021,Harwinton,42 FOX HUNT WAY,70990.00,110000.00,0.6453,Vacant Land,,,,,
200175,2020,03/11/2021,Killingly,62 ATHOL ST,55860.00,102000.00,0.5476,Residential,Condo,,,,
200097,2020,12/11/2020,Killingly,106 MAIN ST,64400.00,66900.00,0.9626,Commercial,,,,,
200043,2020,12/09/2020,Killingworth,46 TITUS COAN ROAD,354040.00,645000.00,0.5488,Residential,Single Family,,,,
20059,2020,02/18/2021,Lebanon,54 FIRST ST,121510.00,229900.00,0.5285,Residential,Single Family,,,,
20001,2020,10/05/2020,Lisbon,24 BLISSVILLE RD,127230.00,190000.00,0.6696,Residential,Single Family,,,,
200010,2020,10/05/2020,Litchfield,577 MAPLE ST,207690.00,345000.00,0.602,Residential,Single Family,,,,
200052,2020,11/16/2020,Litchfield,68 BEACH ST,149570.00,200000.00,0.7478,Residential,Two Family,,,,
200206,2020,02/25/2021,Madison,34 FAIRVIEW AVE,1298800.00,2175000.00,0.5971,Residential,Single Family,,,,
200258,2020,04/05/2021,Madison,32 JEFFERSON PARK RD,257800.00,475000.00,0.5427,Residential,Single Family,,,,
200513,2020,09/08/2021,Madison,2162 DURHAM RD,260200.00,501000.00,0.5193,Residential,Single Family,,,,
200467,2020,01/19/2021,Manchester,63 PITKIN STREET,124900.00,249900.00,0.4997,Residential,Single Family,,,,
201099,2020,08/04/2021,Manchester,151 MAPLE STREET,92900.00,165000.00,0.563,Residential,Single Family,,,,
201219,2020,09/03/2021,Manchester,236 WEST CENTER STREET,103300.00,210000.00,0.4919,Residential,Single Family,,,,
200030,2020,10/07/2020,Manchester,53 NORTH STREET,173900.00,250000.00,0.6956,Residential,Four Family,,,,
200095,2020,03/02/2021,Mansfield,42 SAWMILL BROOK RD,279000.00,435000.00,0.6413,Residential,Single Family,,,,
200198,2020,06/25/2021,Mansfield,5 MOUNTAIN RD,145300.00,250000.00,0.5812,Residential,Single Family,,,,
200268,2020,08/26/2021,Mansfield,40 OLD KENT RD,155900.00,284400.00,0.5481,Residential,Single Family,,,,
200056,2020,12/21/2020,Mansfield,23 PHILIP DR,194900.00,307000.00,0.6348,Residential,Single Family,,,,
200562,2020,03/15/2021,Meriden,302 EAST MAIN ST,111090.00,150000.00,0.7406,Commercial,,,,,
200784,2020,05/17/2021,Meriden,69 LINSLEY AVE,165830.00,325000.00,0.5102,Apartments,,,,,
200961,2020,07/01/2021,Meriden,52 ROYAL OAK CIR,130340.00,305000.00,0.4273,Residential,Single Family,,,,
201015,2020,07/16/2021,Meriden,209 BLACKSTONE VLG,37240.00,114900.00,0.3241,Residential,Condo,,,,
201123,2020,08/16/2021,Meriden,30 LA MIRAGE,74060.00,145000.00,0.5107,Residential,Condo,,,,
201166,2020,08/26/2021,Meriden,6006 MEETINGHOUSE VLG,59430.00,135000.00,0.4402,Residential,Condo,,,,
200177,2020,06/09/2021,Middlebury,289 BURR HALL RD,1144200.00,1676250.00,0.682595078,Residential,Single Family,,,,
200531,2020,04/05/2021,Middletown,87 WESTWOOD LA,285040.00,400000.00,0.7126,Residential,Single Family,,,,
200888,2020,07/29/2021,Middletown,PHEDON PKWY,49220.00,100000.00,0.4922,Vacant Land,,,,,
200092,2020,11/02/2020,Middletown,1692 BARTHOLOMEW RD,170650.00,325000.00,0.525,Residential,Single Family,,,,
200217,2020,12/01/2020,Middletown,23 WILLOW AVE,106640.00,162900.00,0.6546,Residential,Single Family,,,,
201770,2020,09/13/2021,Milford,104 WATERBURY AVE,206390.00,500000.00,0.4127,Vacant Land,,,,,
200378,2020,12/07/2020,Milford,51 CARRIAGE DR,87590.00,170000.00,0.5152,Residential,Condo,,,,
201265,2020,06/22/2021,Milford,95 FOREST RD,165000.00,300000.00,0.55,Residential,Condo,,,,
20186,2020,02/19/2021,Monroe,22 FIELD ROCK RD,325100.00,500000.00,0.6502,Residential,Single Family,,,,
20001,2020,10/01/2020,Monroe,169 MONROE TPKE,667500.00,1093500.00,0.6104,Commercial,,,,,
20217,2020,04/12/2021,Montville,1691 ROUTE 32 UNIT E6,84600.00,130000.00,0.6507,Residential,Condo,,,,
20016,2020,10/14/2020,Montville,45 OAK HILL RD,129810.00,240000.00,0.5408,Residential,Single Family,,,,
2000363,2020,03/26/2021,Naugatuck,191 GORMAN ST,135520.00,255000.00,0.5314,Residential,Single Family,,,,
2000473,2020,05/18/2021,Naugatuck,33 FAIRCHILD ST,98900.00,184500.00,0.536,Residential,Single Family,,,,
2000546,2020,06/21/2021,Naugatuck,255 PARK AVE,126630.00,301000.00,0.420697674,Residential,Single Family,,,,
20329,2020,01/04/2021,New Britain,13 LASALLE ST,63630.00,65000.00,0.9789,Residential,Single Family,,,,
20572,2020,03/31/2021,New Britain,190 WYNOLA AVE,117670.00,270000.00,0.4358,Residential,Two Family,,,,
20918,2020,07/12/2021,New Britain,36-E NORTH MOUNTAIN RD,63560.00,135000.00,0.4708,Residential,Condo,,,,
20961,2020,07/20/2021,New Britain,203 FAIRWAY DR,104370.00,160000.00,0.6523,Residential,Single Family,,,,
20059,2020,10/15/2020,New Britain,320 LEWIS RD,127610.00,182500.00,0.6992,Residential,Condo,,,,
20066,2020,10/16/2020,New Britain,270 HIGH ST,174580.00,305000.00,0.5723,Apartments,,,,,
200310,2020,04/07/2021,New Canaan,43 JENNIFER LA,978670.00,1700000.00,0.5756,Residential,Single Family,,,,
200156,2020,12/30/2020,New Canaan,134 MARSHALL RIDGE RD,705110.00,1410000.00,0.5,Residential,Single Family,,,,
200216,2020,04/15/2021,New Fairfield,10 HILLTOP,187500.00,395000.00,0.4746,Residential,Single Family,,,,
200366,2020,01/14/2021,New Haven,50 ANITA ST,156170.00,250000.00,0.6246,Residential,Single Family,,,,
200590,2020,03/23/2021,New Haven,WEYBOSSET ST,27300.00,50000.00,0.546,Vacant Land,,,,,
200693,2020,04/19/2021,New Haven,26 LYON ST,185360.00,360000.00,0.5148,Residential,Three Family,,,,
200993,2020,06/07/2021,New Haven,97 HARBOUR CLOSE,116410.00,230000.00,0.5061,Residential,Condo,,,,
201064,2020,06/22/2021,New Haven,38 SPERRY ST,109900.00,160000.00,0.6868,Commercial,,,,,
200243,2020,12/07/2020,New Haven,225 QUINNIPIAC AV,103320.00,280000.00,0.369,Residential,Two Family,,,,
200267,2020,12/11/2020,New Haven,140 EVERIT ST,480620.00,685000.00,0.7016,Residential,Single Family,,,,
201439,2020,09/20/2021,New London,184 PEQUOT AVE UNIT 103,103250.00,159900.00,0.6457,Residential,Condo,,,,
200086,2020,12/03/2020,New London,958-960 BANK ST,1385860.00,4800000.00,0.2887,Commercial,,,,,
20675,2020,07/30/2021,Newtown,9 ALPINE CIRCLE,140570.00,300000.00,0.4685,Residential,Single Family,,,,
20690,2020,08/09/2021,Newtown,113 MT. PLEASANT ROAD,9210.00,21000.00,0.4385,Vacant Land,,,,,
20742,2020,08/30/2021,Newtown,157 HANOVER ROAD,325640.00,508000.00,0.641,Residential,Single Family,,,,
20079,2020,10/27/2020,Newtown,17 NARRAGANSSET TRAIL,249860.00,463000.00,0.5396,Residential,Single Family,,,,
20140,2020,11/18/2020,Newtown,1 WATKINS DRIVE,232200.00,350000.00,0.6634,Residential,Condo,,,,
20200018,2020,01/14/2021,North Canaan,COLLEGE HILL RD,37590.00,38000.00,0.9892,Vacant Land,,,,,
20177,2020,02/02/2021,North Haven,20 CLOUDLAND RD,178070.00,245000.00,0.7268,Residential,Single Family,,,,
20110,2020,12/01/2020,North Haven,26 NETTLETON AVE,135740.00,203000.00,0.6686,Residential,Single Family,,,,
200991,2020,03/17/2021,Norwalk,169 EAST AVE,349212.00,445000.00,0.7847,Commercial,,,1-52-35-0,,
201162,2020,04/21/2021,Norwalk,2 TERRY LN UNIT 2,168670.00,295000.00,0.5717,Residential,Condo,,5-83-153-2,,
202236,2020,05/04/2021,Norwalk,238 ROWAYTON AVE,461440.00,805000.00,0.5732,Residential,Single Family,,6-23A-18-0,,
202439,2020,06/08/2021,Norwalk,163 MAIN ST,839080.00,1225000.00,0.6849,Commercial,,,1-87-6-0,,
202508,2020,06/18/2021,Norwalk,2 CORNWALL RD,302270.00,587500.00,0.514502128,Residential,Single Family,,5-52-183-0,,
202953,2020,09/01/2021,Norwalk,2 SOUTH MAIN ST UNIT W201,147600.00,235000.00,0.628,Residential,Condo,,2-43-21-W201,,
200198,2020,11/04/2020,Norwalk,161 SILVERMINE AVE,384990.00,600000.00,0.6416,Residential,Single Family,,5-45-54-0,,
200569,2020,12/09/2020,Norwalk,62 GLENROCK,217540.00,330000.00,0.6592,Residential,Condo,,5-38A-14-F62,,
200586,2020,12/11/2020,Norwalk,11 BEDFORD AVE UNIT J1,109310.00,178000.00,0.6141,Residential,Condo,,1-33-31-J1,,
200299,2020,01/20/2021,Norwich,303 MOHEGAN PARK RD #133,1100.00,2110040.00,0.000521317,Vacant Land,,30 - Auction,,,
200373,2020,01/20/2021,Norwich,303 MOHEGAN PARK RD #42,1100.00,2110040.00,0.0005,Vacant Land,,25 - Other,MULTI PARCEL SALE,,
200518,2020,03/02/2021,Norwich,38 HOOPER ST #6,84400.00,136500.00,0.6183,Residential,Condo,,,,
200629,2020,04/16/2021,Norwich,45 WEBER FARM RD,203700.00,335000.00,0.608,Residential,Single Family,,,,
200789,2020,06/15/2021,Norwich,146 BROMLEY ST,21000.00,25000.00,0.84,Vacant Land,,,,,
200071,2020,10/29/2020,Norwich,21 HUNTINGTON PL,133900.00,215000.00,0.6227,Residential,Two Family,,,,
200102,2020,04/01/2021,Old Lyme,146-1 BOSTON POST RD,124700.00,220000.00,0.5668,Residential,Single Family,10 - A Will,,,
200250,2020,08/30/2021,Old Lyme,34-5 POND RD,416000.00,660000.00,0.6303,Residential,Condo,,,,
2020132,2020,02/23/2021,Old Saybrook,514 MAIN ST,742600.00,1275000.00,0.5824,Residential,Single Family,,,,
2020248,2020,05/28/2021,Old Saybrook,175 FERRY RD UNIT 9,246500.00,490000.00,0.503,Residential,Condo,,,,
202075,2020,12/23/2020,Old Saybrook,380 MAIN ST,323500.00,825000.00,0.3921,Residential,Single Family,,,,
20162,2020,06/14/2021,Orange,605 DOGWOOD RD,283200.00,500000.00,0.5664,Residential,Single Family,,,,
20193,2020,07/13/2021,Orange,436 WILDWOOD DR,240300.00,385000.00,0.6241,Residential,Single Family,,,,
20343,2020,07/13/2021,Plainfield,0 HIGHLAND ST,10390.00,17000.00,0.611176471,Vacant Land,,,,,
20076,2020,12/03/2020,Plainfield,219 SPAULDING RD,153660.00,290000.00,0.529862069,Residential,Single Family,,,,
200377,2020,08/16/2021,Plainville,492 EAST ST B-36,41090.00,89900.00,0.457,Residential,Condo,,,,
200106,2020,12/23/2020,Plainville,111 WEST MAIN ST,53970.00,75000.00,0.7196,Commercial,,,,,
202000106,2020,01/28/2021,Plymouth,325 MAIN ST,596470.00,833111.00,0.7159,Commercial,,,,,
200015,2020,10/16/2020,Portland,9 CULVER LN,56420.00,56400.00,1.0003,Vacant Land,,,052-0002,,
200059,2020,02/19/2021,Preston,98 COOKTOWN RD,48700.00,65000.00,0.7492,Vacant Land,,,,,
200197,2020,07/16/2021,Putnam,110 POMFRET ST,95100.00,175000.00,0.5434,Residential,Three Family,,,,
200093,2020,01/22/2021,Rocky Hill,39 STEVENS PLACE,108360.00,178000.00,0.6087,Residential,Condo,,,,
200207,2020,06/10/2021,Rocky Hill,402 THE MEWS,120890.00,234900.00,0.5146,Residential,Condo,,,,
200234,2020,07/01/2021,Rocky Hill,302 BRIARWOOD COURT,110810.00,185000.00,0.5989,Residential,Condo,,,,
200010,2020,10/22/2020,Rocky Hill,59 HIGHCREST DRIVE,128870.00,193000.00,0.6677,Residential,Condo,,,,
200573,2020,10/21/2020,Salem,109 MUSIC VALE RD,150600.00,230000.00,0.6547,Residential,Single Family,,,,POINT (-72.26393 41.48326)
20200055,2020,02/17/2021,Sharon,LAMBERT RD,311000.00,415000.00,0.7493,Vacant Land,,25 - Other,MULTIPLE PARCELS,,
200939,2020,09/20/2021,Shelton,176-178 HOWE AVE,156380.00,400000.00,0.3909,Residential,Two Family,,,,
200086,2020,10/29/2020,Shelton,27 ROULEAU LA,254560.00,500500.00,0.5086,Residential,Single Family,,,,
200368,2020,02/25/2021,Shelton,197 BEARDSLEY RD,132440.00,875000.00,0.1513,Vacant Land,,28 - Use Assessment,,,
200476,2020,04/07/2021,Shelton,63 GREYSTONE ON THE LAKE,242410.00,399901.00,0.6061,Residential,Condo,,,,
200094,2020,11/18/2020,Simsbury,7 TIMBER RIDGE DRIVE,228250.00,350000.00,0.6521,Residential,Single Family,,,,
20016,2020,10/05/2020,Southbury,996 A HERITAGE VILLAGE,94840.00,175000.00,0.5419,Residential,Condo,,,,
200319,2020,03/05/2021,South Windsor,70 RONDA DR,136600.00,310000.00,0.4406,Residential,Single Family,,,,
200424,2020,05/10/2021,South Windsor,69 OAKLAND RD,294800.00,725000.00,0.4066,Commercial,,,,,
200470,2020,06/09/2021,South Windsor,107 TROY RD,162400.00,325000.00,0.4996,Residential,Single Family,,,,
2001788,2020,06/10/2021,Stamford,49 GLENBROOK ROAD #302,151670.00,275000.00,0.5515,Residential,Condo,,,,
2000511,2020,12/04/2020,Stamford,165 SEASIDE AVENUE #2,309550.00,405000.00,0.7643,Residential,Condo,,,,
2002321,2020,08/06/2021,Stamford,3 DEAN STREET #B-2,90520.00,178000.00,0.5085,Residential,Condo,,,,
200183,2020,01/11/2021,Stonington,26 GARDEN ST,120500.00,224000.00,0.5379,Residential,Single Family,,,,
200237,2020,03/02/2021,Stonington,HEWITT RD,68900.00,148600.00,0.4636,Vacant Land,,,,,
20200704,2020,04/01/2021,Stratford,30 BAXTER STREET,189840.00,339000.00,0.56,Residential,Single Family,10 - A Will,ESTATE SALE,,
20200951,2020,06/15/2021,Stratford,53 ASHWOOD TERRACE,295540.00,575000.00,0.5139,Residential,Single Family,,,,
20201362,2020,09/22/2021,Stratford,50 MEADOWLARK LANE,180670.00,385000.00,0.4692,Residential,Single Family,,,,
